"text"
"Idolo"
"Se può Ibra puoi anche tu!!!"
"Marioooo te saludo desde Venezuela al mejor 9."
"Come to Erzurumspor "
"Bruxo"
"Dove è finito il fuori classe che vedo nel video? @mb459"
"@mb459 "
"torna al milan, abbiam bisogno di un campione come te!!!"

"Jago pade @ukysugoy"
"Love u "
"Booiiiii u gudddd "
"come to BEŞİKTAŞ "
"Back to milan and play with zlatan"
"@actionjeremiah"
"Come Back to Milan"
"Song?"



"Just beautiful, Mario! All the best Torben "
"E poi parlano CR7"
"Quando sapevi giocare a calcio"
"Come To beşiktaş"
"Skillzzzzzz.....!!!!"
"STR8 "
"COME TO TORONTO"
"Back milan"
"Back milan"
"Back milan"
"Please back milan"
"Wasted talent"
"Come to Beşiktaş"
"Back to @acmilan mario "


"Skillsss"
"Come to Club America ...you will be surprise the love you will receive. You wont have to suffer from racism and it's a Beautiful country. We stand with you. #saynotoracism"
"COME TO BEŞİKTAŞ"
"COME TO BEŞİKTAŞ "
"COME TO BEŞİKTAŞ "
"Come to Beşiktaş @mb459"
"@mb459 COME TO BEŞİKTAŞ..... "

"Come back to milan super mario"

"Macchina da gol"
"ritorno @mb459 per favore "
"Come to BEŞİKTAŞŞŞŞŞŞŞ"
" Come To Besiktas "
"Come to beşiktaş"
" respect "
"Calciatori che danno il buon esempio sono ben altri.. per prima fuori dal campo come fanno i veri uomini no i milionari viziati.. la vita è ben altro!!! A mio figlio non farò mai il nome di Balotelli come un campione!!"
"@mahinahuja"
" come to beşiktaş "
"come to beşiktaş"
"mario Balotelli come to beşiktaş"
"come to beşiktaş"

"this was your finest season "
"@_luiz00_ @igorrkennedy  se tá doido"
"@mb459 name of song please "
"Song"
"Miss you at Milan bro "
"@samwiseldn"
"Come to beşiktaş "
"Come to beşiktaş"
"Come to beşiktaş.  @mb459"
"Come to Beşiktaş"
"Come to Beşiktaş king "
"Come to BEŞİKTAŞ"
"@melissa.monalisa que tipo"
"Ritorna campione "
"Stavi benissimo con la Maglia rossonero"
"Come to BESIKTAS"
"Come to Besiktas "
"Ma quanto eri forte, se c'era la testa il miglioreeeee"

"Come to BESİKTAS"
"Come to Beşiktaş"
"#BalotelliCometoGöztepe"
"Come to Beşiktaş  @mb459"
"Come to besiktas Balotelli"
"Come to BEŞİKTAŞ "
"BEŞİKTAŞ"
"Come to beşiktaş"
"Come to beşiktaş"
"Come to besıktas "

"daaaaamn"
"Come to beşiktaş"
"Come to Beşiktaş"
"Come to Beşiktaş king"
"Welcom mb"
"Come to beşiktaş"
"@mb459 do you remember me bro? You didn’t want me to take picture with you in the elevator Charlotte, NC with Menez and Constant 2014"
"Come to besiktas"
"Come to Beşiktaş @mb459"
"Come to BESİKTAS"
"Come to beşiktaş marioooooo"
"Come to BEŞİKTAŞ"
"@mb459  COME TO BEŞİKTAŞ "
"Come to Beşiktaş"
"COME TO BEŞİKTAŞ"
"Rossoneri "
"Come to besiktas"
"COME TO BEŞİKTAŞ @mb459"
"#cometobesiktas you are king"
"Il nome del quartiere è mario bolatelli, obiettivi a due corde"
"Vieni al Galatasaray, un gruppo entusiasta di fan ti aspetta "
"Zlatan + ballotelli "
"@mb459 can i want something form you "
"Come to BEŞİKTAŞ   come to BEŞİKTAŞ kkiiiinnnnggggggggggggggggggg"
"Beşiktaşş"
"COME to BEŞİKTAŞ kkiinnnggggggggg"
"COME to BEŞİKTAŞ kkkiiiiinnnggggggggggggggggg"
"Come to BEŞİKTAŞ kkiiiinnnngggggggggg"
"Bro Come to @besiktas "
"Come to Malatyaspor "
"Não sei porque você não quis se feliz no Mengão "

"Come TO BESİKTAS"
"⁦⁩⁦⁩⁦⁩⁦⁩⁦⁩"
"Ölüm sen manyakmısin o ne hareketler öyle come to beşiktaş"

"Come home Mario... Pls come home- The Love is still here-"

"COME TOU BEŞİKTAŞ @mb459 "
"Come to BESIKTAS  @besiktas"
"Come to Beşiktaş Balotelli"
"Come to Beşiktaş"
"Come to Beşiktaş"
"come now king BEŞIKTAŞ "
"Come to beşiktaş"
"Come to @besiktas"
"Come to Beşiktaş king"
"Seni bekliyoruz be olum hadi "
"Come to Beşiktaş "
"C'era una volta.... @mb459"

"COME TO BEŞIKTAŞ. MARIO"
"Come to Beşiktaş"
"Come to besiktas "
"Come to Beşiktaş"
"Come to besiktas Legend "
"Come to besıktas"
"Come to besiktas"
"Come to Beşiktaş"
"Come to BEŞİKTAŞ @mb459 "
"Come to besiktas"
"Come  to Beşiktaş "
"Come  to Beşiktaş "
"Come to Beşiktaş"
"Come to Beşiktaş plase"
"Come to beşiktaşş"
"Come to Beşiktaş karaboğa "
"Come to Beşiktaş"
"Come to Beşiktaş "
"Come to Beşiktaş "
"Come to beşiktaş king........"
"Besiktas"
"King"
"Come to"
"To"
"Come"
"Come to besiktas"
"King come to Beşiktaş"
"Come to Beşiktaş @mb459 "
"Come to besiktas mario "
"Come to Beşiktaş"
"Come to besiktas"
"COME TO BEŞİKTAŞ"
"Come to Beşiktaş "
"BaIo Come to Besiktas"
"Come to Beşiktaş"
"Come to BEŞİKTAŞ "
"Come to bjk"
"Come to bjk"
"Come to Beşiktaş"
"Besıktas jk"
"Come to besıktas balotelli ı love you"
"Come to besıktas balotelli ı love you"
"Come to Beşiktaş"
"Come to Beşiktaş "
"Come to BEŞİKTAŞ"
"Come to BEŞİKTAŞ"
"Mario come to beşiktaş "
"Geliyorsan gel lan come to Beşiktaş işte"
"Come to @besiktas"
"@mb459 camı to Beşiktaş"
"@mb459 Come to Beşiktaş"
"@mb459 Come to besiktas"
"COME TO BEŞİKTAŞ"
"Come to Beşiktaş "
"COME TO BEŞİKTAŞ MARİO"
"Come to Beşiktaş"
"came to besiktas"
"Come to BEŞİKTAŞ"
"Come to  Besiktas "
"Come to Beşiktaş"
"Come to Beşiktaş "
"Come to Beşiktaş"
"Come to Beşiktaş "
"Come to Beşiktaş"
"Hey balotelli come to BESIKTAS "
"Come to Beşiktaş @mb459"
"come to Besiktas @mb459"
"Come to Beşiktaş balotelli"
"Besiktas come to"
"Come to BESIKTAS"
"Beşiktaş"
"Come to Beşiktaş"
"#cometobesiktas  here is not racism but fire Fans on black on white #eagles  good day king "
"Come to besiktas"
"Come to Beşiktaş @mb459"
"Come to BEŞIKTAŞ I love you BALOTELLİ "
"Besiktaş"
"@besiktas"
"Come To Beşiktaş "
"Come tooo beşiktaşşş"
"Come to besiktaş"
"COME TO @besiktas "
"Come to Beşiktaş bro"
"Come to BEŞİKTAŞ "
"Come tu beşiktaş"
"Come to Beşiktaş"
"Come to Beşiktaş karaboga"
"Come to BEŞİKTAŞ marioo ,"
"@besiktas"
"come to beşiktaş"
"Come to Beşiktaş"
"Come to başiktaş "
"Come to Beşiktaş"
"#comtobeşiktaş"
"Come to bjk"
"Come to BEŞİKTAŞ @mb459"
"Come to Beşiktaş "
"COME TO BEŞİKTAŞ"
"Come to BEŞİKTAŞ"
"Come to Beşiktaş "
"Come to the cradle of fans see here"
"you deserve love - besiktaş following come to besiktaş"
"Come to BEŞİKTAŞ"
"Come to Beşiktaş  "
"COME TO BESİKTASS"
"Came to BEŞIKTAŞ CRAZZY BLACK MAN"
"Come come"
"Come to beşiktaşş"
"COME TO #Beşiktaş "
"@mb459 Come to Beşiktaş mariooooooooooo baloteliiiiiiiii"
"@mb459 COME TO BEŞİKTAŞ"
"Come to BEŞİKTAŞ king"
"COME TO BEŞİKTAŞ"
"Come to Besiktas"
"Come to Besiktas"
"Cone to beşiktaş"
"come to besiktas"
"COME TO BESİKTAS"
"Came to Beşiktaş "
"Come to beşiktaş"
"Come to BEŞIKTAŞ"
"COME TO BEŞIKTAŞ COME TO BEŞIKTAŞ COME"
"COME TO BEŞIKTAŞ COME TO BEŞIKTAŞ COME"
"Come to Beşiktaş mario "
"Come To BEŞİKTAŞ "
"Come to BEŞİKTAŞ "
"Come to Beşiktaş @mb459 "
"Come too beşiktaş"
"Comto besiktas"
"cometo BEŞİKTAŞ "
"Come to beşiktaş"
"Come to BEŞİKTAŞ"
"Come to BEŞİKTAŞ"
"Come to @besiktas "
"Come to Beşiktaş"
"Come to BEŞIKTAŞ .."
"@mb459 Come to Beşiktaş "
"Come to Beşiktaş "
"COME TO BESIKTAS "
"Come to besiktas king"
"Come to besiktaş"
"Come to @besiktas"

"Come to Beşiktaş "
"Come to beşikaş"
"Come to Beşiktaş "
"Come To Besiktas"
"Come to BEŞİKTAŞ "
"Come to BEŞİKTAŞ"
"Come to Beşiktaş"
"COME TO besiktas"
"Come to BEŞİKTAŞ"
"Come to Beşiktaş @mb459"
"Come to beşiktaş "
"COME TO BEŞIKTAŞ BRO"
"#cometobeşiktaş"
"Come to BEŞİKTAŞ"
"Come to Beşiktaş"
"Come to Beşiktaş "
"Come to Beşiktaş MARİO"
"Come to BEŞİKTAŞ"
"Come to Beşiktaş "
"Come to beşiktaş "
"Come to Beşiktaş"
"turkısh is you love"
"Come to Besiktas"
"Yansın istanbul come to beşiktaş hayatının en güzel günlerini burada göreceksin söz @mb459"
"@houseofpharaohs"
"Come to Beşiktaş"
"COME TO BEŞİKTAŞ @mb459 "
"COME TO BEŞIKTAŞ "
"Come to Beşiktaş "
"Come to Besiktas Balo"
"Come to beşiktaş "
"Come to Beşiktaş"
"Come to BEŞİKTAŞ
Come to BEŞİKTAŞ
Come to BEŞİKTAŞ
Come to BEŞİKTAŞ
Come to BEŞİKTAŞ
Come to BEŞİKTAŞ"
"No milan come to Beşiktaş"
"Come to Beşiktaş"
"COME TO BEŞİKTAŞ"
"Come to Beşiktaş "
"Come to Besiktas King"
"Come TO Beşikta @mb459"
"Come to Beşiktaş"
"Come to BEŞİKTAŞ"
"Come to Beşiktaş  @mb459"
"#cometobesiktas"
"COME TO BEŞİKTAŞ MARİO"
"come to besiktas @mb459"
"Come to Beşiktaş @besiktas"
"COME TO BEŞİKTAŞ "
"come to besiktas#karakartal"
"Come to Beşiktaş"
"Come to Beşiktaş"
"Come to beşiktaş"
"Come to beşiktaş"
"Come to #beşiktaş"
"Come to BEŞIKTAŞ @mb459 "
"Come to Beşiktaş @mb459"
"Hey @mb459 come to Beşiktaş "
"COME TO BEŞİKTAŞ"
"COME TO BESIKTAS MARIOOOO"
"Come to Beşiktaş "
"@mb459 come to BEŞİKTAŞ "
"Come to BEŞİKTAŞ JK"
"Come to beşiktaş @mb459 "
"Come To Beşiktaş "
"Come to besiktas"
"Come to besiktas broo"
"Come to beş"
"Come to Beşiktaş"
"Come to Beşiktaş"
"Beşiktaş"
"Come to Beşiktaş marıo"
"Hey amigo come to BEŞİKTAŞ "
"Come to Beşiktaş"
"Come to BEŞİKTAŞ"
"come to beşiktaş"
"Come to Beşiktaş Mario"
"Come to Beşiktaş  @mb459"
"Come to besiktas lütfen"
"Come to beşıktaş"
"COME TO BEŞİKTAŞ "
"Come to Beşiktaş "
"Come to BEŞİKTAŞ "
"Heyy @mb459 Come To Beşiktaşşş "
"COME TO BEŞİKTAŞ "
"Come to besiktas "
"Camo to besiktas"
"Come to besiktas"
"#cometobesiktas "
"#cometobesiktas "
"#cometobesiktas "
"#cometobesiktas "
"Come to Beşiktaş Jk"
"Come to beşiktaş"
"Come to BEŞİKTAŞ "
"Come to BJK bro"
"Come to beşiktaş "
"Come to Beşiktaş"
"Come to Beşiktaş "
"Come to Beşiktaş come to Beşiktaş come to Beşiktaş"
"Come to BEŞİKTAŞ"
"Come to Besiktas man "
"Come to Besiktas"
"Come tooo Beşiktaş bro, ı love you  king respect you came to Besiktas @mb459"
"Come tl Beşiktaş"
"Come to Beşiktaş "
"Come to Beşiktaş"
"@mb459 se non fosse urgente"
"Camo to Beşiktaş"
"@mb459  no  rasicm come to besiktaş"
"Come To Beşiktaş"
" COME TO BESIKTAS   @besiktas  @mb459"
"Come to beşiktaş bro"
"Come to beşiktaş"
"Come to besiktas"
"Come to Beşiktaş King"
"@mb459 Cometo beşiktaş "
"Come to BEŞİKTAŞ#mb459"
"Come to besiktas"
"Come To Beşiktaş"
"Come To BEŞİKTAŞ "
"Come to Beşiktaş"
"Come To Beşiktaş King"
"Come to besiktas"
"Come to Fenerbahçe @fenerbahce"
"Come to Besiktaş @mb459"
"Come to Beşiktaş bro please"
"Hey Mario no racism in Beşiktaş"
"Come to Beşiktaş bolotelli"
"Come to BEŞİKTAŞ   @mb459  "
"Vai al milan"
"Come to besiktas @mb459"
"Beşiktaş "
"Come to beşiktaş "
"Come to beşiktaş"
"Come to Beşiktaş"
"Come to besiktas"
"COME TO BEŞIKTAŞ"
"Come to BEŞİKTAŞ "
"Come to BEŞİKTAŞ"
"Come to Beşiktaş"
"Come to besiktas "
"Come to beşiktaş"
"Come to besiktas"
"#cometobesiktas"
"Come to Beşiktaş"
"Come to BEŞİKTAŞ"
"Come to beşiktaş!"
"Come to beşiktaş @mb459"
"Come to beşiktaş @mb459"
"Come to Beşiktaş  @mb459"
"@besiktas"
"Come to @besiktas"
"Come to bjk"
"Come to Beşiktaş broo"
"come on, whatever you know
sat come no eye on money stamp come to BEŞİKTAŞ bro"
"Come to Beşiktaş"
"COME TO BESIKTAS KING"
"Come to Beșiktaș"

"Come to Beşiktaş "
". @mb459
. . .
.

 °°°°°°°°°°°° COME °°°°°°°°°°°°

°°°°°°°°°°°° TO °°°°°°°°°°°°

°°°°°°  BEŞİKTAŞ  °°°°°°

"
"Como to black eagle  Big BEŞIKTAŞ"
"Come to besiktas  @mb459 "
"COMETOSANA ARTIK BEŞİKTAŞA"
"Come to besiktas"
"Come to BEŞİKTAŞ"
"come to BJK"
"Hey mario come to BEŞİKTAŞ"
"Come to Beşiktaş crazy man"
"Come to @besiktas for better "
"Come to BESIKTAS for better "
"Come to Beşiktaş @mb459 @besiktas "
"Come to BEŞİKTAŞ"
"COME TO BEŞİKTAŞ "
"Come to BEŞİKTAŞ"
"Come to Beşiktaş bro"
"Come to BEŞİKTAŞ @mb459 "
"Come to BESIKTAS"
"Come To Beşiktaş Bro"
"Come back to beşiktaş"

"COME TO BESIKTAS MARIO ????"
"Come to Beşiktaş"
"COME TO BEŞİKTAŞ MARİO "
"Come to @besiktas bro"
"Cometo Beşiktaş"
"Come to Beşiktaş"
"Come to Beşiktaşa @mb459"
"Com to beşiktaş"
"Come to Beşiktaş bro ADAMSIN"
"COME TO BEŞIKTAŞ"
"Come to BEŞİKTAŞ"
"Come to BEŞİKTAŞ @mb459"
"Come to besiktaşş mario"
"Come To Besiktas"
"Come to @besiktas @mb459"
"Come to Beşiktaş @mb459 "
"Come to Beşiktaş"
"Come to Beşiktaş"
"@besiktas"
"Come to beşiktaş"
"Come to BEŞİKTAŞ "
"COME TO BEŞİKTAŞ "
"COME TO BEŞİKTAŞ "
"COME TO BEŞİKTAŞ "
"COME TO BEŞİKTAŞ "
"COME TO BEŞİKTAŞ "
"Hi man ! Come to Beşiktaş "
"Come to beşiktaş "
"@mb459 COME TO BEŞİKTAŞ"
"Come to BESİKTAS "
"Come to besiktas"
"COME TO BEŞİKTAŞ KİNG "
"COME TO BEŞİKTAŞ KİNG "
"Come to Beşiktaş"
"Come to Beşiktaş "
"Come to besiktass"
"Come to BEŞİKTAŞ mb459"
"Come to Beşiktaş"
"Come to Beşiktaş"
"Wel comto besiktas"
"Come to beşiktaş"
"Come to Beşiktaş"
"@mb459 COME TO BEŞİKTAŞ"
"Come To Beşiktaş"
"Come To Beşiktaş"
"come to besiktas"
"Comto beşiktaş"
"Come to besıktas bab"
"Come To Beşiktaş "
"@mb459 come to Beşiktaş"
"Come to @besiktas"
"Come to Besiktas "
"Come to Beşiktaş @mb459"
"Kral come to Beşiktaş'"
"Come to Beşiktaş balotelli baba"
"no racist attacks Come to Beşiktaş "
"Come to Beşiktaş @mb459"
"Come to BEŞİKTAŞ"
"Come To Beşiktaş JK "
"Come to Beşiktaş"
"Come to Beşiktaş @mb459"
"@besiktas  come to BEŞIKTAŞ "
"Come to BEŞİKTAŞ "
"Come to BEŞİKTAŞ"
"COME TO BEŞİKTAŞ"
"Come to beşiktaş "
"COME TO BESIKTAS"
"@mb459 Come to BEŞIKTAS"
"Come to BESİKTAS @mb459"
"Come to Besiktas "
"Come to Beşiktaş"
"@mb459 #cometobesiktas"
"Come to Beşiktaş"
"Come to Beşiktaş"
"@mb459 Come to beşiktaş"
"Came to Beşiktaş"
"Come to Beşiktaş"
"Come to beşiktas"
"Come to beşiktaş"
"Come to Beşiktaş"
"Come to BEŞİKTAŞ "
"Come to BEŞİKTAŞ "
"Come to beşiktaş "
"Come To Beşiktaş  @mb459"
"Come to BESIKTAS"
"Come to Beşiktaş"
"Come to Beşiktaş"
"Come to Beşiktaş"
"Come to beşiktaş bro"
"Come to BEŞIKTAŞ"
"COME TO BEŞİKTAAŞŞ.....  @mb459 "
"Come to beşiktaş"
"Come to Beşiktaş bro"
"Come to Beşiktaş  @mb459"
"Come to Beşiktaş @mb459 "
"COME TO BESIKTAS "
"#cometobesiktas @mb459 "
"Bir gün seninle yolumuz kesişecek Kartal yürekli  come to Beşiktaş"
"Hey bro come to BEŞİKTAŞ  @mb459"
"@mb459 Come To BeŞiKTaŞ"
"Come To BeŞiKTaŞ"
"Come to BEŞİKTAŞ "
"Uno dei talenti italiani più limpidi degli ultimi anni. "
"Come back to Milan "
"Vascoooo"
"Come to FENERBAHÇE "
"Mario come to Beşiktaş bro"
"Grande "

"Come to beşiktaş"
"Falle anche qui ste prodezze"

"Shet"
"@feeltheball"
"Come to @besiktas"
"Gyere te is az Ajaxba barátom! "
"The best"
"Come to beşiktaş "
"Sos un crack"
"Peccato che nn hai la testa "
"Dad"

"Come to red star bro"
"@mb459 Auguri di Buon e Santo Natale a te e famiglia tutta."
"U always can do that ship keep calm "



"@weslensilva17"
"come to stella rossa"
"@lorenzo_beltrami_ no ma lasciamolo al Brescia, noi abbiamo piontekk ! Società di Incapaci !"



"B13 makes it look so easy"
"@nicolagazzo il tuo like non manca mai"
"come back milan plz"

"@gavino.fauzia"

"Come to BEŞİKTAŞ "

"@acmilan"

"SİVASSPOR"
"Grande Mario, Rosella ti odia ma io sono con te"
"Come to Galatasaray"
"come back at milan bro they need you "




"COME TO BEŞİKTAŞ "
"COME TO BEŞİKTAŞ "
"@sebastianotarda "
"Come to Beşiktaş"
"Come to Galatasaray "

"COME TO BEŞİKTAŞ BALO"
"Come to Beşiktaş"
"Il più handicappatk"
"Pls spend me money my paypal link is in my bio"
"Revien a l’om mario "
"Come to Beşiktaş "
"Super Mario , I hope you're back to Milan, We really miss you in Milan"
" veemm"
"Come to Beşiktaş "
"Come To BEŞİKTAŞ"
"Era pra tá jogando agora né !!!!!!!"
"come to Besiktas"
"Come to Galatasaray  "
"Come to beşiktaş roketci"

"Come to Beşiktaş"
"@mb459 vieni al Milan "
"COME to Beşiktaş @mb459"
"@mb459 help me brother"
"Come To Besiktas"

"@esteghlal.fc.official  transfer"
"Come to Beşiktaş"
"Come to Besiktas"
"Un gran jugador..."


"Que pasa chaval"
"Come to Beşiktaş"
"#ComeToBeşiktaş broo… "

"Come to beşiktaş king"
"Come to galatasaray"
"Cometu beşiktaş"
"Pto fieraaa"
"Come to Beşiktaş @mb459"
"Follow.@anil.5009_ "
"Torna"
"Come back to AC MILAN"
"Come to BEŞİKTAŞ"
"Pronostico Fiorentina Roma nelle mie storie!!! Seguitemi se volete vincere con calcio e tennis!!!"
"Bjk bjk bjk bjk"
"Come. Tou bjk"
"@manuel.marinelli ecco come si salta l'uomo"
"COME TO @besiktas #istanbul #vodafonepark "
"You didn't want to sign with @flamengo unlucky bro we are the CHAMPIONS of Brazil @libertadores and now we are going to be the champions of the world @fifaclubworldcup "
"Avremmo potuto vincere insieme"
" MARIONE
Cuore Rossonero"
"Come to besiktas"
"Come to @besiktas"
"COME TO BESİKTAS "
"





















"
"Stavi meglio con noi"
"Come to Beşiktaş"
"Come to besiktas"
" #cometobesiktas"
"Come to Beşiktaş #cometobesiktas "
"King kong "

"Perfavore"
"Vieni al milan"

"Torna"
"Vasco"
"Come to Beşiktaş "
"Come to besiktas @mb459"
"COME TO BESİKTAŞ "
"What song is this please???"
"Love the song choice!"
"No one does it better than Mario my king"
"COME TO BEŞİKTAŞ @mb459 "
"Come to beşiktaş @mb459 "
"Come To Beşiktaş "
"Come to beşiktaş"
"Come to BEŞİKTAŞ"
"Come to BEŞİKTAŞ"
"Come to beşiktaşşş"
"Come to Beşiktaş"
"Come to Beşiktaş"
"Come to BEŞİKTAŞ @mb459"
"se saltelli muore balotelli scherzo"
"come to Beşiktaş"
"COME TO BEŞİKTAŞ"
"COME TO BESIKTAS"
"Cam to beşiktaş"
"Come to BEŞİKTAŞ"
"Come to Beşiktaş"


"HOW TO DO THESE THINGS IN BESIKTAS"
"Torna da noi Mario"
"Grande mariooo!!!  back to milan! "
"COME TO BEŞIKTAŞ"
"come to besiktas"
"But now you playing in Brescia"
"L'ultimo giocatore insieme a @jackbonaventura degno di indossare la maglia del Milan "

"Come to Beşiktaş"
"Come to Beşiktaş"

"Come to Beşiktaş"
"Come to @besiktas  "
"Pazzo rossonerro"
"We miss you :("

"Grande "
"Come to beşiktaş king"

"@marco.miccoli21 quistu e giocatore auru piatek"
"Mb come back in acm"
"Mario come to BEŞIKTAŞ "
"Per favore, ritorna a Milano. Milano ha davvero bisogno di un giocatore come te"
"COME TO BEŞİKTAŞ"
"COME TO BEŞİKTAŞ"
"Sei un balordo @mb459"
"Ciao Balo mola mia! Forza "
"Well come back to ac milan ballo ..??"
"Come to beşiktaş"
"Come to Besiktasss"
"COME TO BEŞİKTAŞ KİNG"
"Come to Beşiktaş "
"Come to Beşiktaş "
"Come to besiktas king  @mb459"
"Grazie mario"
"Come to Beşiktaş"
"Come to Beşiktaş"

"Daje Marione"
"Haha hahaha bellissimi valevi di piú da adolescente "
"Come back to City!!!! "

"Torna a casa"
"@owen_kelley"
"Come back to the Rossoneri "
"Super Mario "
"HOP UNA"
"@oscarteru"

"Come to trabzonspor trabzonda no racism you everyone loves hugs kisses come and become champion @mb459"
"Joga muito , sou seu fã Balotelli...."

"Non li dar retta a sti quattro buffoni che commentano contro di te. Guarda cosa ti sei costruito confronto a loro che vivono d’invidia vai forte Marione ed in bocca a lupo."
"SUPER MARIO 45"
"Henry? "
"Era pra ter vindo para o Mengao!"
"Always I remember the great goal vs Germany Eurocup"
"Come To @besiktas"
"Come to Galatasaray"
"Super mario"

"Legend"

"We are missing your top performance in football and milan  where are u now ? We miss old Balotelli old Milan "
"Troppo forte Mario!!!"
"Sei forte bomber "
"Come back to Milan!?"
"Rigorelli"
"@babibus sono io quando gioco alla play ahahahahah"
"هویح سنه قارداش"
"Hai giocato bene stasera dai..0 2 col Sassuolo,in casa tra l'altro.che tristezza"
"Uno dei più forti di sempre"
"Song?"
"Vem ser feliz no Mengão "
"Come to TURKEY come to GALATASARAY KİNG @mb459 "
"Torna al Milan"
"Grande  supermario"
"Ricordi qualcosa? @michele_ruberto15"
"king mario"
"Come back to Milan mario"


"Beast"
"Come to Beşiktaş"


"Questo mio progetto nasce come denuncia al razzismo, in tutte le sue forme di discriminazione, al pregiudizio e all’ignoranza, poiché esso stesso è frutto di quest’ultima. Se pure tu sostieni quest’ultima concezione, supporta il progetto."
"Sei uno dei migliori giocatori che io abbia mai visto giocare. Meritava di essere tra le vette globali"
"Vem pro @palmeiras"

"Come to beşiktaş"
"Why always me"

"Come to BEŞİKTAŞ "
"@mb459 ti confermo anche sta settimana Mario, e ne butti dentro almeno 1? "
"House of Pharoahs ayyyy"
"Come to TFC"
"@travis_bodd"



"you are the best "
"Come to beşiktas"

"Torna a casa"

"@ahistoriadovasco"

"Supermario "

"Crack "
"Eyyy"
"COME TO BEŞİKTAŞ"
"Come To BEŞİKTAŞ! "
"Torna a casa Mario"
"Patron!!!"
"Top bro "

"Come to Galatasaray"

"Nel Milan si è visto veramente il tuo talento  peccato"
"Super génial magnifique "
"Torna Mario!"

"Lets Go @flamengo "
" AC milan"
"gioca molto Mario ... sei tra i primi 10"

"Você é um monstro, my idol"
"Came to besiktas  mb459"
"E l’Inter mai non metti "
"The time you scored one goal for the whole season. "
"Come to Beşiktaş King "
"Fai staseró chei númer che.. pota! Forza Mario! Forza Brescia "
"@perspolis"
"com perspolis"
"بیا پرسپولیس"

"Trop top "
"Free6ix9ine"
"Sei il migliore "
"Come to Beşiktaş "
"Se avessi avuto la testa"
"Mario"
"Va che Mario "
"Fallito mai preso una coppa"

"#whyalwaysyou @mb459 "
"forza milan cmq bravo"

"@mb459  fai il serio torna a casa "
"Magari @enock17 fosse come te.."
"Come to BEŞİKTAŞ"
"We love your @mb459"

"Super Mario you are a good player "
"@jayymeee7 marioooo"
"@jaymeee7 mariioooo"


"Ta pas mis ta roulette ?"
